customer_no,timestamp,location,next_location
3080,2019-09-04 08:43:00,entry,dairy
3081,2019-09-04 08:43:00,entry,drinks
3082,2019-09-04 08:43:00,entry,drinks
3083,2019-09-04 08:43:00,entry,dairy
3084,2019-09-04 08:43:00,entry,dairy
3049,2019-09-04 08:43:00,fruit,fruit
3072,2019-09-04 08:43:00,fruit,checkout
3073,2019-09-04 08:43:00,fruit,fruit
3074,2019-09-04 08:43:00,fruit,fruit
3059,2019-09-04 08:43:00,spices,spices
3064,2019-09-04 08:43:00,spices,drinks
3078,2019-09-04 08:43:00,spices,spices
3079,2019-09-04 08:43:00,spices,drinks
3072,2019-09-04 08:44:00,checkout,checkout
3042,2019-09-04 08:44:00,dairy,dairy
3060,2019-09-04 08:44:00,dairy,dairy
3066,2019-09-04 08:44:00,dairy,checkout
3075,2019-09-04 08:44:00,dairy,dairy
3080,2019-09-04 08:44:00,dairy,checkout
3083,2019-09-04 08:44:00,dairy,drinks
3084,2019-09-04 08:44:00,dairy,drinks
3064,2019-09-04 08:44:00,drinks,spices
3079,2019-09-04 08:44:00,drinks,drinks
3081,2019-09-04 08:44:00,drinks,drinks
3082,2019-09-04 08:44:00,drinks,drinks
3085,2019-09-04 08:44:00,entry,fruit
3086,2019-09-04 08:44:00,entry,spices
3087,2019-09-04 08:44:00,entry,fruit
3033,2019-09-04 08:44:00,fruit,checkout
3049,2019-09-04 08:44:00,fruit,checkout
3073,2019-09-04 08:44:00,fruit,fruit
3074,2019-09-04 08:44:00,fruit,checkout
3055,2019-09-04 08:44:00,spices,spices
3059,2019-09-04 08:44:00,spices,spices
3078,2019-09-04 08:44:00,spices,spices
3033,2019-09-04 08:45:00,checkout,checkout
3049,2019-09-04 08:45:00,checkout,checkout
3066,2019-09-04 08:45:00,checkout,checkout
3074,2019-09-04 08:45:00,checkout,checkout
3080,2019-09-04 08:45:00,checkout,checkout
3042,2019-09-04 08:45:00,dairy,dairy
3060,2019-09-04 08:45:00,dairy,fruit
3075,2019-09-04 08:45:00,dairy,fruit
3079,2019-09-04 08:45:00,drinks,drinks
3081,2019-09-04 08:45:00,drinks,checkout
3082,2019-09-04 08:45:00,drinks,checkout
3083,2019-09-04 08:45:00,drinks,checkout
3084,2019-09-04 08:45:00,drinks,drinks
3088,2019-09-04 08:45:00,entry,fruit
3089,2019-09-04 08:45:00,entry,fruit
3073,2019-09-04 08:45:00,fruit,fruit
3085,2019-09-04 08:45:00,fruit,fruit
3087,2019-09-04 08:45:00,fruit,fruit
3055,2019-09-04 08:45:00,spices,dairy
3059,2019-09-04 08:45:00,spices,dairy
3064,2019-09-04 08:45:00,spices,dairy
3078,2019-09-04 08:45:00,spices,drinks
3086,2019-09-04 08:45:00,spices,spices
3081,2019-09-04 08:46:00,checkout,checkout
3082,2019-09-04 08:46:00,checkout,checkout
3083,2019-09-04 08:46:00,checkout,checkout
3042,2019-09-04 08:46:00,dairy,dairy
3055,2019-09-04 08:46:00,dairy,dairy
3059,2019-09-04 08:46:00,dairy,spices
3064,2019-09-04 08:46:00,dairy,fruit
3078,2019-09-04 08:46:00,drinks,spices
3079,2019-09-04 08:46:00,drinks,drinks
3084,2019-09-04 08:46:00,drinks,drinks
3090,2019-09-04 08:46:00,entry,drinks
3060,2019-09-04 08:46:00,fruit,dairy
3073,2019-09-04 08:46:00,fruit,fruit
3075,2019-09-04 08:46:00,fruit,fruit
3085,2019-09-04 08:46:00,fruit,drinks
3087,2019-09-04 08:46:00,fruit,fruit
3088,2019-09-04 08:46:00,fruit,fruit
3089,2019-09-04 08:46:00,fruit,dairy
3086,2019-09-04 08:46:00,spices,drinks
3042,2019-09-04 08:47:00,dairy,checkout
3055,2019-09-04 08:47:00,dairy,checkout
3060,2019-09-04 08:47:00,dairy,dairy
3089,2019-09-04 08:47:00,dairy,dairy
3079,2019-09-04 08:47:00,drinks,drinks
3084,2019-09-04 08:47:00,drinks,drinks
3085,2019-09-04 08:47:00,drinks,drinks
3086,2019-09-04 08:47:00,drinks,drinks
3090,2019-09-04 08:47:00,drinks,drinks
3091,2019-09-04 08:47:00,entry,drinks
3092,2019-09-04 08:47:00,entry,fruit
3093,2019-09-04 08:47:00,entry,spices
3094,2019-09-04 08:47:00,entry,fruit
3095,2019-09-04 08:47:00,entry,dairy
3096,2019-09-04 08:47:00,entry,dairy
3064,2019-09-04 08:47:00,fruit,fruit
3073,2019-09-04 08:47:00,fruit,fruit
3075,2019-09-04 08:47:00,fruit,fruit
3087,2019-09-04 08:47:00,fruit,fruit
3088,2019-09-04 08:47:00,fruit,fruit
3059,2019-09-04 08:47:00,spices,spices
3078,2019-09-04 08:47:00,spices,drinks
3042,2019-09-04 08:48:00,checkout,checkout
3055,2019-09-04 08:48:00,checkout,checkout
3060,2019-09-04 08:48:00,dairy,checkout
3089,2019-09-04 08:48:00,dairy,dairy
3095,2019-09-04 08:48:00,dairy,dairy
3096,2019-09-04 08:48:00,dairy,dairy
3078,2019-09-04 08:48:00,drinks,spices
3079,2019-09-04 08:48:00,drinks,drinks
3084,2019-09-04 08:48:00,drinks,drinks
3085,2019-09-04 08:48:00,drinks,spices
3086,2019-09-04 08:48:00,drinks,drinks
3090,2019-09-04 08:48:00,drinks,drinks
3091,2019-09-04 08:48:00,drinks,spices
3097,2019-09-04 08:48:00,entry,fruit
3098,2019-09-04 08:48:00,entry,fruit
3099,2019-09-04 08:48:00,entry,dairy
3100,2019-09-04 08:48:00,entry,fruit
3101,2019-09-04 08:48:00,entry,fruit
3102,2019-09-04 08:48:00,entry,dairy
3064,2019-09-04 08:48:00,fruit,fruit
3073,2019-09-04 08:48:00,fruit,fruit
3075,2019-09-04 08:48:00,fruit,fruit
3087,2019-09-04 08:48:00,fruit,checkout
3088,2019-09-04 08:48:00,fruit,fruit
3092,2019-09-04 08:48:00,fruit,fruit
3094,2019-09-04 08:48:00,fruit,fruit
3059,2019-09-04 08:48:00,spices,spices
3093,2019-09-04 08:48:00,spices,checkout
3060,2019-09-04 08:49:00,checkout,checkout
3087,2019-09-04 08:49:00,checkout,checkout
3093,2019-09-04 08:49:00,checkout,checkout
3089,2019-09-04 08:49:00,dairy,dairy
3095,2019-09-04 08:49:00,dairy,dairy
3096,2019-09-04 08:49:00,dairy,checkout
3099,2019-09-04 08:49:00,dairy,spices
3102,2019-09-04 08:49:00,dairy,drinks
3079,2019-09-04 08:49:00,drinks,spices
3084,2019-09-04 08:49:00,drinks,drinks
3086,2019-09-04 08:49:00,drinks,drinks
3090,2019-09-04 08:49:00,drinks,dairy
3103,2019-09-04 08:49:00,entry,dairy
3104,2019-09-04 08:49:00,entry,fruit
3105,2019-09-04 08:49:00,entry,dairy
3106,2019-09-04 08:49:00,entry,fruit
3107,2019-09-04 08:49:00,entry,dairy
3064,2019-09-04 08:49:00,fruit,spices
3073,2019-09-04 08:49:00,fruit,checkout
3075,2019-09-04 08:49:00,fruit,fruit
3088,2019-09-04 08:49:00,fruit,fruit
3092,2019-09-04 08:49:00,fruit,checkout
3094,2019-09-04 08:49:00,fruit,fruit
3097,2019-09-04 08:49:00,fruit,fruit
3098,2019-09-04 08:49:00,fruit,fruit
3100,2019-09-04 08:49:00,fruit,fruit
3101,2019-09-04 08:49:00,fruit,fruit
3059,2019-09-04 08:49:00,spices,fruit
3078,2019-09-04 08:49:00,spices,fruit
3085,2019-09-04 08:49:00,spices,spices
3091,2019-09-04 08:49:00,spices,spices
3073,2019-09-04 08:50:00,checkout,checkout
3092,2019-09-04 08:50:00,checkout,checkout
3096,2019-09-04 08:50:00,checkout,checkout
3089,2019-09-04 08:50:00,dairy,dairy
3090,2019-09-04 08:50:00,dairy,spices
3095,2019-09-04 08:50:00,dairy,dairy
3103,2019-09-04 08:50:00,dairy,drinks
3105,2019-09-04 08:50:00,dairy,dairy
3107,2019-09-04 08:50:00,dairy,dairy
3084,2019-09-04 08:50:00,drinks,checkout
3086,2019-09-04 08:50:00,drinks,checkout
3102,2019-09-04 08:50:00,drinks,checkout
3108,2019-09-04 08:50:00,entry,dairy
3059,2019-09-04 08:50:00,fruit,fruit
3075,2019-09-04 08:50:00,fruit,fruit
3078,2019-09-04 08:50:00,fruit,drinks
3088,2019-09-04 08:50:00,fruit,checkout
3094,2019-09-04 08:50:00,fruit,fruit
3097,2019-09-04 08:50:00,fruit,fruit
3098,2019-09-04 08:50:00,fruit,fruit
3100,2019-09-04 08:50:00,fruit,fruit
3101,2019-09-04 08:50:00,fruit,checkout
3104,2019-09-04 08:50:00,fruit,fruit
3106,2019-09-04 08:50:00,fruit,fruit
3064,2019-09-04 08:50:00,spices,spices
3079,2019-09-04 08:50:00,spices,dairy
3085,2019-09-04 08:50:00,spices,checkout
3091,2019-09-04 08:50:00,spices,drinks
3099,2019-09-04 08:50:00,spices,checkout
3084,2019-09-04 08:51:00,checkout,checkout
3085,2019-09-04 08:51:00,checkout,checkout
3086,2019-09-04 08:51:00,checkout,checkout
3088,2019-09-04 08:51:00,checkout,checkout
3099,2019-09-04 08:51:00,checkout,checkout
3101,2019-09-04 08:51:00,checkout,checkout
3102,2019-09-04 08:51:00,checkout,checkout
3079,2019-09-04 08:51:00,dairy,dairy
3089,2019-09-04 08:51:00,dairy,dairy
3095,2019-09-04 08:51:00,dairy,dairy
3105,2019-09-04 08:51:00,dairy,dairy
3107,2019-09-04 08:51:00,dairy,drinks
3108,2019-09-04 08:51:00,dairy,dairy
3078,2019-09-04 08:51:00,drinks,drinks
3091,2019-09-04 08:51:00,drinks,checkout
3103,2019-09-04 08:51:00,drinks,fruit
3109,2019-09-04 08:51:00,entry,fruit
3110,2019-09-04 08:51:00,entry,fruit
3059,2019-09-04 08:51:00,fruit,fruit
3075,2019-09-04 08:51:00,fruit,fruit
3094,2019-09-04 08:51:00,fruit,drinks
3097,2019-09-04 08:51:00,fruit,fruit
3098,2019-09-04 08:51:00,fruit,fruit
3100,2019-09-04 08:51:00,fruit,checkout
3104,2019-09-04 08:51:00,fruit,checkout
3106,2019-09-04 08:51:00,fruit,dairy
3064,2019-09-04 08:51:00,spices,drinks
3090,2019-09-04 08:51:00,spices,spices
3091,2019-09-04 08:52:00,checkout,checkout
3100,2019-09-04 08:52:00,checkout,checkout
3104,2019-09-04 08:52:00,checkout,checkout
3079,2019-09-04 08:52:00,dairy,dairy
3089,2019-09-04 08:52:00,dairy,dairy
3095,2019-09-04 08:52:00,dairy,checkout
3105,2019-09-04 08:52:00,dairy,drinks
3106,2019-09-04 08:52:00,dairy,dairy
3108,2019-09-04 08:52:00,dairy,checkout
3064,2019-09-04 08:52:00,drinks,drinks
3078,2019-09-04 08:52:00,drinks,drinks
3094,2019-09-04 08:52:00,drinks,checkout
3107,2019-09-04 08:52:00,drinks,checkout
3111,2019-09-04 08:52:00,entry,fruit
3112,2019-09-04 08:52:00,entry,dairy
3113,2019-09-04 08:52:00,entry,spices
3114,2019-09-04 08:52:00,entry,spices
3115,2019-09-04 08:52:00,entry,dairy
3116,2019-09-04 08:52:00,entry,fruit
3059,2019-09-04 08:52:00,fruit,checkout
3075,2019-09-04 08:52:00,fruit,checkout
3097,2019-09-04 08:52:00,fruit,spices
3098,2019-09-04 08:52:00,fruit,fruit
3103,2019-09-04 08:52:00,fruit,fruit
3109,2019-09-04 08:52:00,fruit,drinks
3110,2019-09-04 08:52:00,fruit,checkout
3090,2019-09-04 08:52:00,spices,checkout
3059,2019-09-04 08:53:00,checkout,checkout
3075,2019-09-04 08:53:00,checkout,checkout
3090,2019-09-04 08:53:00,checkout,checkout
3094,2019-09-04 08:53:00,checkout,checkout
3095,2019-09-04 08:53:00,checkout,checkout
3107,2019-09-04 08:53:00,checkout,checkout
3108,2019-09-04 08:53:00,checkout,checkout
3110,2019-09-04 08:53:00,checkout,checkout
3079,2019-09-04 08:53:00,dairy,dairy
3089,2019-09-04 08:53:00,dairy,dairy
3106,2019-09-04 08:53:00,dairy,dairy
3112,2019-09-04 08:53:00,dairy,dairy
3115,2019-09-04 08:53:00,dairy,dairy
3064,2019-09-04 08:53:00,drinks,drinks
3078,2019-09-04 08:53:00,drinks,drinks
3105,2019-09-04 08:53:00,drinks,fruit
3109,2019-09-04 08:53:00,drinks,drinks
3117,2019-09-04 08:53:00,entry,dairy
3118,2019-09-04 08:53:00,entry,fruit
3119,2019-09-04 08:53:00,entry,dairy
3120,2019-09-04 08:53:00,entry,drinks
3121,2019-09-04 08:53:00,entry,fruit
3098,2019-09-04 08:53:00,fruit,fruit
3103,2019-09-04 08:53:00,fruit,dairy
3111,2019-09-04 08:53:00,fruit,checkout
3116,2019-09-04 08:53:00,fruit,checkout
3097,2019-09-04 08:53:00,spices,dairy
3113,2019-09-04 08:53:00,spices,drinks
3114,2019-09-04 08:53:00,spices,spices
3111,2019-09-04 08:54:00,checkout,checkout
3116,2019-09-04 08:54:00,checkout,checkout
3079,2019-09-04 08:54:00,dairy,dairy
3089,2019-09-04 08:54:00,dairy,dairy
3097,2019-09-04 08:54:00,dairy,dairy
3103,2019-09-04 08:54:00,dairy,dairy
3106,2019-09-04 08:54:00,dairy,dairy
3112,2019-09-04 08:54:00,dairy,checkout
3115,2019-09-04 08:54:00,dairy,dairy
3117,2019-09-04 08:54:00,dairy,dairy
3119,2019-09-04 08:54:00,dairy,dairy
3064,2019-09-04 08:54:00,drinks,drinks
3078,2019-09-04 08:54:00,drinks,dairy
3109,2019-09-04 08:54:00,drinks,drinks
3113,2019-09-04 08:54:00,drinks,checkout
3120,2019-09-04 08:54:00,drinks,drinks
3122,2019-09-04 08:54:00,entry,fruit
3123,2019-09-04 08:54:00,entry,fruit
3124,2019-09-04 08:54:00,entry,spices
3125,2019-09-04 08:54:00,entry,spices
3126,2019-09-04 08:54:00,entry,spices
3127,2019-09-04 08:54:00,entry,fruit
3098,2019-09-04 08:54:00,fruit,fruit
3105,2019-09-04 08:54:00,fruit,drinks
3118,2019-09-04 08:54:00,fruit,checkout
3121,2019-09-04 08:54:00,fruit,checkout
3114,2019-09-04 08:54:00,spices,drinks
3112,2019-09-04 08:55:00,checkout,checkout
3113,2019-09-04 08:55:00,checkout,checkout
3118,2019-09-04 08:55:00,checkout,checkout
3121,2019-09-04 08:55:00,checkout,checkout
3078,2019-09-04 08:55:00,dairy,checkout
3079,2019-09-04 08:55:00,dairy,dairy
3089,2019-09-04 08:55:00,dairy,dairy
3097,2019-09-04 08:55:00,dairy,dairy
3103,2019-09-04 08:55:00,dairy,dairy
3106,2019-09-04 08:55:00,dairy,dairy
3115,2019-09-04 08:55:00,dairy,checkout
3117,2019-09-04 08:55:00,dairy,dairy
3119,2019-09-04 08:55:00,dairy,dairy
3064,2019-09-04 08:55:00,drinks,drinks
3105,2019-09-04 08:55:00,drinks,drinks
3109,2019-09-04 08:55:00,drinks,drinks
3114,2019-09-04 08:55:00,drinks,drinks
3120,2019-09-04 08:55:00,drinks,drinks
3128,2019-09-04 08:55:00,entry,drinks
3129,2019-09-04 08:55:00,entry,drinks
3130,2019-09-04 08:55:00,entry,drinks
3131,2019-09-04 08:55:00,entry,dairy
3132,2019-09-04 08:55:00,entry,fruit
3098,2019-09-04 08:55:00,fruit,drinks
3122,2019-09-04 08:55:00,fruit,fruit
3123,2019-09-04 08:55:00,fruit,fruit
3127,2019-09-04 08:55:00,fruit,drinks
3124,2019-09-04 08:55:00,spices,spices
3125,2019-09-04 08:55:00,spices,spices
3126,2019-09-04 08:55:00,spices,drinks
3078,2019-09-04 08:56:00,checkout,checkout
3115,2019-09-04 08:56:00,checkout,checkout
3079,2019-09-04 08:56:00,dairy,dairy
3089,2019-09-04 08:56:00,dairy,dairy
3097,2019-09-04 08:56:00,dairy,drinks
3103,2019-09-04 08:56:00,dairy,dairy
3106,2019-09-04 08:56:00,dairy,dairy
3117,2019-09-04 08:56:00,dairy,dairy
3119,2019-09-04 08:56:00,dairy,dairy
3131,2019-09-04 08:56:00,dairy,drinks
3064,2019-09-04 08:56:00,drinks,drinks
3098,2019-09-04 08:56:00,drinks,drinks
3105,2019-09-04 08:56:00,drinks,drinks
3109,2019-09-04 08:56:00,drinks,drinks
3114,2019-09-04 08:56:00,drinks,drinks
3120,2019-09-04 08:56:00,drinks,dairy
3126,2019-09-04 08:56:00,drinks,checkout
3127,2019-09-04 08:56:00,drinks,drinks
3128,2019-09-04 08:56:00,drinks,drinks
3129,2019-09-04 08:56:00,drinks,drinks
3130,2019-09-04 08:56:00,drinks,drinks
3122,2019-09-04 08:56:00,fruit,fruit
3123,2019-09-04 08:56:00,fruit,fruit
3132,2019-09-04 08:56:00,fruit,checkout
3124,2019-09-04 08:56:00,spices,dairy
3125,2019-09-04 08:56:00,spices,dairy
3126,2019-09-04 08:57:00,checkout,checkout
3132,2019-09-04 08:57:00,checkout,checkout
3079,2019-09-04 08:57:00,dairy,dairy
3089,2019-09-04 08:57:00,dairy,checkout
3103,2019-09-04 08:57:00,dairy,dairy
3106,2019-09-04 08:57:00,dairy,checkout
3117,2019-09-04 08:57:00,dairy,dairy
3119,2019-09-04 08:57:00,dairy,dairy
3120,2019-09-04 08:57:00,dairy,fruit
3124,2019-09-04 08:57:00,dairy,dairy
3125,2019-09-04 08:57:00,dairy,checkout
3064,2019-09-04 08:57:00,drinks,spices
3097,2019-09-04 08:57:00,drinks,drinks
3098,2019-09-04 08:57:00,drinks,fruit
3105,2019-09-04 08:57:00,drinks,checkout
3109,2019-09-04 08:57:00,drinks,drinks
3114,2019-09-04 08:57:00,drinks,fruit
3127,2019-09-04 08:57:00,drinks,spices
3128,2019-09-04 08:57:00,drinks,checkout
3129,2019-09-04 08:57:00,drinks,drinks
3130,2019-09-04 08:57:00,drinks,drinks
3131,2019-09-04 08:57:00,drinks,drinks
3133,2019-09-04 08:57:00,entry,dairy
3134,2019-09-04 08:57:00,entry,fruit
3122,2019-09-04 08:57:00,fruit,fruit
3123,2019-09-04 08:57:00,fruit,fruit
3089,2019-09-04 08:58:00,checkout,checkout
3105,2019-09-04 08:58:00,checkout,checkout
3106,2019-09-04 08:58:00,checkout,checkout
3125,2019-09-04 08:58:00,checkout,checkout
3128,2019-09-04 08:58:00,checkout,checkout
3079,2019-09-04 08:58:00,dairy,checkout
3103,2019-09-04 08:58:00,dairy,dairy
3117,2019-09-04 08:58:00,dairy,dairy
3119,2019-09-04 08:58:00,dairy,dairy
3124,2019-09-04 08:58:00,dairy,spices
3133,2019-09-04 08:58:00,dairy,dairy
3097,2019-09-04 08:58:00,drinks,drinks
3109,2019-09-04 08:58:00,drinks,checkout
3129,2019-09-04 08:58:00,drinks,fruit
3130,2019-09-04 08:58:00,drinks,spices
3131,2019-09-04 08:58:00,drinks,drinks
3135,2019-09-04 08:58:00,entry,spices
3098,2019-09-04 08:58:00,fruit,fruit
3114,2019-09-04 08:58:00,fruit,fruit
3120,2019-09-04 08:58:00,fruit,checkout
3122,2019-09-04 08:58:00,fruit,fruit
3123,2019-09-04 08:58:00,fruit,checkout
3134,2019-09-04 08:58:00,fruit,dairy
3064,2019-09-04 08:58:00,spices,drinks
3127,2019-09-04 08:58:00,spices,spices
3079,2019-09-04 08:59:00,checkout,checkout
3109,2019-09-04 08:59:00,checkout,checkout
3120,2019-09-04 08:59:00,checkout,checkout
3123,2019-09-04 08:59:00,checkout,checkout
3103,2019-09-04 08:59:00,dairy,dairy
3117,2019-09-04 08:59:00,dairy,dairy
3119,2019-09-04 08:59:00,dairy,dairy
3133,2019-09-04 08:59:00,dairy,dairy
3134,2019-09-04 08:59:00,dairy,spices
3064,2019-09-04 08:59:00,drinks,drinks
3097,2019-09-04 08:59:00,drinks,drinks
3131,2019-09-04 08:59:00,drinks,drinks
3098,2019-09-04 08:59:00,fruit,fruit
3114,2019-09-04 08:59:00,fruit,fruit
3122,2019-09-04 08:59:00,fruit,fruit
3129,2019-09-04 08:59:00,fruit,fruit
3124,2019-09-04 08:59:00,spices,spices
3127,2019-09-04 08:59:00,spices,spices
3130,2019-09-04 08:59:00,spices,checkout
3135,2019-09-04 08:59:00,spices,drinks
3130,2019-09-04 09:00:00,checkout,checkout
3103,2019-09-04 09:00:00,dairy,dairy
3117,2019-09-04 09:00:00,dairy,dairy
3119,2019-09-04 09:00:00,dairy,dairy
3133,2019-09-04 09:00:00,dairy,dairy
3064,2019-09-04 09:00:00,drinks,checkout
3097,2019-09-04 09:00:00,drinks,fruit
3131,2019-09-04 09:00:00,drinks,drinks
3135,2019-09-04 09:00:00,drinks,checkout
3098,2019-09-04 09:00:00,fruit,fruit
3114,2019-09-04 09:00:00,fruit,checkout
3122,2019-09-04 09:00:00,fruit,checkout
3129,2019-09-04 09:00:00,fruit,checkout
3124,2019-09-04 09:00:00,spices,drinks
3127,2019-09-04 09:00:00,spices,spices
3134,2019-09-04 09:00:00,spices,drinks
3064,2019-09-04 09:01:00,checkout,checkout
3114,2019-09-04 09:01:00,checkout,checkout
3122,2019-09-04 09:01:00,checkout,checkout
3129,2019-09-04 09:01:00,checkout,checkout
3135,2019-09-04 09:01:00,checkout,checkout
3103,2019-09-04 09:01:00,dairy,dairy
3117,2019-09-04 09:01:00,dairy,dairy
3119,2019-09-04 09:01:00,dairy,dairy
3133,2019-09-04 09:01:00,dairy,dairy
3124,2019-09-04 09:01:00,drinks,fruit
3131,2019-09-04 09:01:00,drinks,checkout
3134,2019-09-04 09:01:00,drinks,drinks
3136,2019-09-04 09:01:00,entry,dairy
3097,2019-09-04 09:01:00,fruit,checkout
3098,2019-09-04 09:01:00,fruit,fruit
3127,2019-09-04 09:01:00,spices,spices
3097,2019-09-04 09:02:00,checkout,checkout
3131,2019-09-04 09:02:00,checkout,checkout
3103,2019-09-04 09:02:00,dairy,checkout
3117,2019-09-04 09:02:00,dairy,dairy
3119,2019-09-04 09:02:00,dairy,checkout
3133,2019-09-04 09:02:00,dairy,dairy
3136,2019-09-04 09:02:00,dairy,dairy
3134,2019-09-04 09:02:00,drinks,fruit
3098,2019-09-04 09:02:00,fruit,fruit
3124,2019-09-04 09:02:00,fruit,dairy
3127,2019-09-04 09:02:00,spices,spices
3103,2019-09-04 09:03:00,checkout,checkout
3119,2019-09-04 09:03:00,checkout,checkout
3117,2019-09-04 09:03:00,dairy,dairy
3124,2019-09-04 09:03:00,dairy,checkout
3133,2019-09-04 09:03:00,dairy,dairy
3136,2019-09-04 09:03:00,dairy,dairy
3137,2019-09-04 09:03:00,entry,fruit
3138,2019-09-04 09:03:00,entry,drinks
3139,2019-09-04 09:03:00,entry,dairy
3140,2019-09-04 09:03:00,entry,spices
3141,2019-09-04 09:03:00,entry,dairy
3142,2019-09-04 09:03:00,entry,spices
3098,2019-09-04 09:03:00,fruit,dairy
3134,2019-09-04 09:03:00,fruit,fruit
3127,2019-09-04 09:03:00,spices,drinks
3124,2019-09-04 09:04:00,checkout,checkout
3098,2019-09-04 09:04:00,dairy,dairy
3117,2019-09-04 09:04:00,dairy,dairy
3133,2019-09-04 09:04:00,dairy,dairy
3136,2019-09-04 09:04:00,dairy,dairy
3139,2019-09-04 09:04:00,dairy,dairy
3141,2019-09-04 09:04:00,dairy,dairy
3127,2019-09-04 09:04:00,drinks,fruit
3138,2019-09-04 09:04:00,drinks,drinks
3143,2019-09-04 09:04:00,entry,dairy
3144,2019-09-04 09:04:00,entry,dairy
3145,2019-09-04 09:04:00,entry,dairy
3134,2019-09-04 09:04:00,fruit,fruit
3137,2019-09-04 09:04:00,fruit,dairy
3140,2019-09-04 09:04:00,spices,spices
3142,2019-09-04 09:04:00,spices,dairy
3098,2019-09-04 09:05:00,dairy,spices
3117,2019-09-04 09:05:00,dairy,dairy
3133,2019-09-04 09:05:00,dairy,dairy
3136,2019-09-04 09:05:00,dairy,dairy
3137,2019-09-04 09:05:00,dairy,dairy
3139,2019-09-04 09:05:00,dairy,dairy
3141,2019-09-04 09:05:00,dairy,dairy
3142,2019-09-04 09:05:00,dairy,dairy
3143,2019-09-04 09:05:00,dairy,fruit
3144,2019-09-04 09:05:00,dairy,dairy
3145,2019-09-04 09:05:00,dairy,dairy
3138,2019-09-04 09:05:00,drinks,drinks
3146,2019-09-04 09:05:00,entry,fruit
3147,2019-09-04 09:05:00,entry,drinks
3148,2019-09-04 09:05:00,entry,dairy
3149,2019-09-04 09:05:00,entry,dairy
3150,2019-09-04 09:05:00,entry,drinks
3127,2019-09-04 09:05:00,fruit,spices
3134,2019-09-04 09:05:00,fruit,checkout
3140,2019-09-04 09:05:00,spices,drinks
3134,2019-09-04 09:06:00,checkout,checkout
3117,2019-09-04 09:06:00,dairy,dairy
3133,2019-09-04 09:06:00,dairy,dairy
3136,2019-09-04 09:06:00,dairy,dairy
3137,2019-09-04 09:06:00,dairy,dairy
3139,2019-09-04 09:06:00,dairy,dairy
3141,2019-09-04 09:06:00,dairy,dairy
3142,2019-09-04 09:06:00,dairy,fruit
3144,2019-09-04 09:06:00,dairy,fruit
3145,2019-09-04 09:06:00,dairy,dairy
3148,2019-09-04 09:06:00,dairy,dairy
3149,2019-09-04 09:06:00,dairy,dairy
3138,2019-09-04 09:06:00,drinks,spices
3140,2019-09-04 09:06:00,drinks,drinks
3147,2019-09-04 09:06:00,drinks,drinks
3150,2019-09-04 09:06:00,drinks,drinks
3143,2019-09-04 09:06:00,fruit,fruit
3146,2019-09-04 09:06:00,fruit,fruit
3098,2019-09-04 09:06:00,spices,dairy
3127,2019-09-04 09:06:00,spices,dairy
3098,2019-09-04 09:07:00,dairy,dairy
3117,2019-09-04 09:07:00,dairy,dairy
3127,2019-09-04 09:07:00,dairy,dairy
3133,2019-09-04 09:07:00,dairy,dairy
3136,2019-09-04 09:07:00,dairy,dairy
3137,2019-09-04 09:07:00,dairy,dairy
3139,2019-09-04 09:07:00,dairy,dairy
3141,2019-09-04 09:07:00,dairy,dairy
3145,2019-09-04 09:07:00,dairy,dairy
3148,2019-09-04 09:07:00,dairy,dairy
3149,2019-09-04 09:07:00,dairy,checkout
3140,2019-09-04 09:07:00,drinks,dairy
3147,2019-09-04 09:07:00,drinks,checkout
3150,2019-09-04 09:07:00,drinks,drinks
3151,2019-09-04 09:07:00,entry,fruit
3142,2019-09-04 09:07:00,fruit,fruit
3143,2019-09-04 09:07:00,fruit,fruit
3144,2019-09-04 09:07:00,fruit,fruit
3146,2019-09-04 09:07:00,fruit,fruit
3138,2019-09-04 09:07:00,spices,checkout
3138,2019-09-04 09:08:00,checkout,checkout
3147,2019-09-04 09:08:00,checkout,checkout
3149,2019-09-04 09:08:00,checkout,checkout
3098,2019-09-04 09:08:00,dairy,dairy
3117,2019-09-04 09:08:00,dairy,dairy
3127,2019-09-04 09:08:00,dairy,dairy
3133,2019-09-04 09:08:00,dairy,dairy
3136,2019-09-04 09:08:00,dairy,dairy
3137,2019-09-04 09:08:00,dairy,dairy
3139,2019-09-04 09:08:00,dairy,dairy
3140,2019-09-04 09:08:00,dairy,drinks
3141,2019-09-04 09:08:00,dairy,dairy
3145,2019-09-04 09:08:00,dairy,spices
3148,2019-09-04 09:08:00,dairy,dairy
3150,2019-09-04 09:08:00,drinks,drinks
3152,2019-09-04 09:08:00,entry,dairy
3153,2019-09-04 09:08:00,entry,fruit
3154,2019-09-04 09:08:00,entry,spices
3142,2019-09-04 09:08:00,fruit,fruit
3143,2019-09-04 09:08:00,fruit,fruit
3144,2019-09-04 09:08:00,fruit,dairy
3146,2019-09-04 09:08:00,fruit,drinks
3151,2019-09-04 09:08:00,fruit,fruit
3098,2019-09-04 09:09:00,dairy,dairy
3117,2019-09-04 09:09:00,dairy,dairy
3127,2019-09-04 09:09:00,dairy,dairy
3133,2019-09-04 09:09:00,dairy,fruit
3136,2019-09-04 09:09:00,dairy,dairy
3137,2019-09-04 09:09:00,dairy,checkout
3139,2019-09-04 09:09:00,dairy,dairy
3141,2019-09-04 09:09:00,dairy,dairy
